,time,year,cntry_code,cntry_name,cntry_region,measure,subject,value
1253,1974-01-01,1974,SVK,Slovakia,Europe,KTOE,TOT,352.822
1254,1975-01-01,1975,SVK,Slovakia,Europe,KTOE,TOT,333.816
1255,1976-01-01,1976,SVK,Slovakia,Europe,KTOE,TOT,351.134
1256,1977-01-01,1977,SVK,Slovakia,Europe,KTOE,TOT,377.591
1257,1978-01-01,1978,SVK,Slovakia,Europe,KTOE,TOT,379.487
1258,1979-01-01,1979,SVK,Slovakia,Europe,KTOE,TOT,339.763
1259,1980-01-01,1980,SVK,Slovakia,Europe,KTOE,TOT,358.54
1260,1981-01-01,1981,SVK,Slovakia,Europe,KTOE,TOT,325.824
1261,1982-01-01,1982,SVK,Slovakia,Europe,KTOE,TOT,288.85
1262,1983-01-01,1983,SVK,Slovakia,Europe,KTOE,TOT,281.418
1263,1984-01-01,1984,SVK,Slovakia,Europe,KTOE,TOT,255.494
1264,1985-01-01,1985,SVK,Slovakia,Europe,KTOE,TOT,311.062
1265,1986-01-01,1986,SVK,Slovakia,Europe,KTOE,TOT,273.05
1266,1987-01-01,1987,SVK,Slovakia,Europe,KTOE,TOT,303.772
1267,1988-01-01,1988,SVK,Slovakia,Europe,KTOE,TOT,293.923
1268,1989-01-01,1989,SVK,Slovakia,Europe,KTOE,TOT,297.015
1269,1990-01-01,1990,SVK,Slovakia,Europe,KTOE,TOT,328.004
1270,1991-01-01,1991,SVK,Slovakia,Europe,KTOE,TOT,262.911
1271,1992-01-01,1992,SVK,Slovakia,Europe,KTOE,TOT,284.382
1272,1993-01-01,1993,SVK,Slovakia,Europe,KTOE,TOT,469.74
1273,1994-01-01,1994,SVK,Slovakia,Europe,KTOE,TOT,545.535
1274,1995-01-01,1995,SVK,Slovakia,Europe,KTOE,TOT,497.266
1275,1996-01-01,1996,SVK,Slovakia,Europe,KTOE,TOT,438.72
1276,1997-01-01,1997,SVK,Slovakia,Europe,KTOE,TOT,432.559
1277,1998-01-01,1998,SVK,Slovakia,Europe,KTOE,TOT,439.056
1278,1999-01-01,1999,SVK,Slovakia,Europe,KTOE,TOT,455.879
1279,2000-01-01,2000,SVK,Slovakia,Europe,KTOE,TOT,488.183
1280,2001-01-01,2001,SVK,Slovakia,Europe,KTOE,TOT,767.318
1281,2002-01-01,2002,SVK,Slovakia,Europe,KTOE,TOT,745.429
1282,2003-01-01,2003,SVK,Slovakia,Europe,KTOE,TOT,646.041
1283,2004-01-01,2004,SVK,Slovakia,Europe,KTOE,TOT,729.619
1284,2005-01-01,2005,SVK,Slovakia,Europe,KTOE,TOT,808.548
1285,2006-01-01,2006,SVK,Slovakia,Europe,KTOE,TOT,834.716
1286,2007-01-01,2007,SVK,Slovakia,Europe,KTOE,TOT,942.703
1287,2008-01-01,2008,SVK,Slovakia,Europe,KTOE,TOT,938.506
1288,2009-01-01,2009,SVK,Slovakia,Europe,KTOE,TOT,1130.079
1289,2010-01-01,2010,SVK,Slovakia,Europe,KTOE,TOT,1323.656
1290,2011-01-01,2011,SVK,Slovakia,Europe,KTOE,TOT,1292.175
1291,2012-01-01,2012,SVK,Slovakia,Europe,KTOE,TOT,1358.579
1292,2013-01-01,2013,SVK,Slovakia,Europe,KTOE,TOT,1409.19
1293,2014-01-01,2014,SVK,Slovakia,Europe,KTOE,TOT,1419.866
1294,2015-01-01,2015,SVK,Slovakia,Europe,KTOE,TOT,1390.609
1295,1960-01-01,1960,ESP,Spain,Europe,KTOE,TOT,1343.664
1296,1961-01-01,1961,ESP,Spain,Europe,KTOE,TOT,1374.28
1297,1962-01-01,1962,ESP,Spain,Europe,KTOE,TOT,1382.278
1298,1963-01-01,1963,ESP,Spain,Europe,KTOE,TOT,1817.954
1299,1964-01-01,1964,ESP,Spain,Europe,KTOE,TOT,1775.556
1300,1965-01-01,1965,ESP,Spain,Europe,KTOE,TOT,1693.082
1301,1966-01-01,1966,ESP,Spain,Europe,KTOE,TOT,2344.188
1302,1967-01-01,1967,ESP,Spain,Europe,KTOE,TOT,1948.502
1303,1968-01-01,1968,ESP,Spain,Europe,KTOE,TOT,2097.368
1304,1969-01-01,1969,ESP,Spain,Europe,KTOE,TOT,2631.858
1305,1970-01-01,1970,ESP,Spain,Europe,KTOE,TOT,2399.281
1306,1971-01-01,1971,ESP,Spain,Europe,KTOE,TOT,2748.283
1307,1972-01-01,1972,ESP,Spain,Europe,KTOE,TOT,3064.423
1308,1973-01-01,1973,ESP,Spain,Europe,KTOE,TOT,2499.423
1309,1974-01-01,1974,ESP,Spain,Europe,KTOE,TOT,2640.74
1310,1975-01-01,1975,ESP,Spain,Europe,KTOE,TOT,2267.882
1311,1976-01-01,1976,ESP,Spain,Europe,KTOE,TOT,1843.637
1312,1977-01-01,1977,ESP,Spain,Europe,KTOE,TOT,3479.791
1313,1978-01-01,1978,ESP,Spain,Europe,KTOE,TOT,3534.874
1314,1979-01-01,1979,ESP,Spain,Europe,KTOE,TOT,4039.239
1315,1980-01-01,1980,ESP,Spain,Europe,KTOE,TOT,2807.538
1316,1981-01-01,1981,ESP,Spain,Europe,KTOE,TOT,2201.559
1317,1982-01-01,1982,ESP,Spain,Europe,KTOE,TOT,2608.099
1318,1983-01-01,1983,ESP,Spain,Europe,KTOE,TOT,2669.58
1319,1984-01-01,1984,ESP,Spain,Europe,KTOE,TOT,3110.456
1320,1985-01-01,1985,ESP,Spain,Europe,KTOE,TOT,3134.898
1321,1986-01-01,1986,ESP,Spain,Europe,KTOE,TOT,2728.097
1322,1987-01-01,1987,ESP,Spain,Europe,KTOE,TOT,2833.135
1323,1988-01-01,1988,ESP,Spain,Europe,KTOE,TOT,3535.478
1324,1989-01-01,1989,ESP,Spain,Europe,KTOE,TOT,5212.998
1325,1990-01-01,1990,ESP,Spain,Europe,KTOE,TOT,6201.592
1326,1991-01-01,1991,ESP,Spain,Europe,KTOE,TOT,6112.725
1327,1992-01-01,1992,ESP,Spain,Europe,KTOE,TOT,5087.435
1328,1993-01-01,1993,ESP,Spain,Europe,KTOE,TOT,5571.606
1329,1994-01-01,1994,ESP,Spain,Europe,KTOE,TOT,5958.529
1330,1995-01-01,1995,ESP,Spain,Europe,KTOE,TOT,5506.973
1331,1996-01-01,1996,ESP,Spain,Europe,KTOE,TOT,6984.686
1332,1997-01-01,1997,ESP,Spain,Europe,KTOE,TOT,6643.568
1333,1998-01-01,1998,ESP,Spain,Europe,KTOE,TOT,6781.727
1334,1999-01-01,1999,ESP,Spain,Europe,KTOE,TOT,6027.685
1335,2000-01-01,2000,ESP,Spain,Europe,KTOE,TOT,6814.823
1336,2001-01-01,2001,ESP,Spain,Europe,KTOE,TOT,8156.536
1337,2002-01-01,2002,ESP,Spain,Europe,KTOE,TOT,6893.813
1338,2003-01-01,2003,ESP,Spain,Europe,KTOE,TOT,9195.678
1339,2004-01-01,2004,ESP,Spain,Europe,KTOE,TOT,8816.048
1340,2005-01-01,2005,ESP,Spain,Europe,KTOE,TOT,8397.433
1341,2006-01-01,2006,ESP,Spain,Europe,KTOE,TOT,9163.718
1342,2007-01-01,2007,ESP,Spain,Europe,KTOE,TOT,10007.328
1343,2008-01-01,2008,ESP,Spain,Europe,KTOE,TOT,10552.303
1344,2009-01-01,2009,ESP,Spain,Europe,KTOE,TOT,12569.421
1345,2010-01-01,2010,ESP,Spain,Europe,KTOE,TOT,15047.537
1346,2011-01-01,2011,ESP,Spain,Europe,KTOE,TOT,14831.978
1347,2012-01-01,2012,ESP,Spain,Europe,KTOE,TOT,16135.123
1348,2013-01-01,2013,ESP,Spain,Europe,KTOE,TOT,17744.108
1349,2014-01-01,2014,ESP,Spain,Europe,KTOE,TOT,17768.313
1350,2015-01-01,2015,ESP,Spain,Europe,KTOE,TOT,17138.837
1351,1960-01-01,1960,SWE,Sweden,Europe,KTOE,TOT,5218.08
1352,1961-01-01,1961,SWE,Sweden,Europe,KTOE,TOT,5704.182
1353,1962-01-01,1962,SWE,Sweden,Europe,KTOE,TOT,5913.972
1354,1963-01-01,1963,SWE,Sweden,Europe,KTOE,TOT,5856.153
1355,1964-01-01,1964,SWE,Sweden,Europe,KTOE,TOT,6351.7
1356,1965-01-01,1965,SWE,Sweden,Europe,KTOE,TOT,6661.875
1357,1966-01-01,1966,SWE,Sweden,Europe,KTOE,TOT,6531.547
1358,1967-01-01,1967,SWE,Sweden,Europe,KTOE,TOT,6908.093
1359,1968-01-01,1968,SWE,Sweden,Europe,KTOE,TOT,6861.051
1360,1969-01-01,1969,SWE,Sweden,Europe,KTOE,TOT,6436.831
1361,1970-01-01,1970,SWE,Sweden,Europe,KTOE,TOT,6477.498
1362,1971-01-01,1971,SWE,Sweden,Europe,KTOE,TOT,7362.488
1363,1972-01-01,1972,SWE,Sweden,Europe,KTOE,TOT,7511.354
1364,1973-01-01,1973,SWE,Sweden,Europe,KTOE,TOT,8693.285
1365,1974-01-01,1974,SWE,Sweden,Europe,KTOE,TOT,8464.093
1366,1975-01-01,1975,SWE,Sweden,Europe,KTOE,TOT,8524.063
1367,1976-01-01,1976,SWE,Sweden,Europe,KTOE,TOT,8234.867
1368,1977-01-01,1977,SWE,Sweden,Europe,KTOE,TOT,7985.918
1369,1978-01-01,1978,SWE,Sweden,Europe,KTOE,TOT,8679.788
1370,1979-01-01,1979,SWE,Sweden,Europe,KTOE,TOT,9195.086
1371,1980-01-01,1980,SWE,Sweden,Europe,KTOE,TOT,9110.26
1372,1981-01-01,1981,SWE,Sweden,Europe,KTOE,TOT,9329.722
1373,1982-01-01,1982,SWE,Sweden,Europe,KTOE,TOT,8785.461
1374,1983-01-01,1983,SWE,Sweden,Europe,KTOE,TOT,10024.856
1375,1984-01-01,1984,SWE,Sweden,Europe,KTOE,TOT,10814.025
1376,1985-01-01,1985,SWE,Sweden,Europe,KTOE,TOT,11342.559
1377,1986-01-01,1986,SWE,Sweden,Europe,KTOE,TOT,10492.19
1378,1987-01-01,1987,SWE,Sweden,Europe,KTOE,TOT,11495.777
1379,1988-01-01,1988,SWE,Sweden,Europe,KTOE,TOT,11424.012
1380,1989-01-01,1989,SWE,Sweden,Europe,KTOE,TOT,11514.548
1381,1990-01-01,1990,SWE,Sweden,Europe,KTOE,TOT,11530.423
1382,1991-01-01,1991,SWE,Sweden,Europe,KTOE,TOT,10993.448
1383,1992-01-01,1992,SWE,Sweden,Europe,KTOE,TOT,12162.954
1384,1993-01-01,1993,SWE,Sweden,Europe,KTOE,TOT,12558.518
1385,1994-01-01,1994,SWE,Sweden,Europe,KTOE,TOT,11456.552
1386,1995-01-01,1995,SWE,Sweden,Europe,KTOE,TOT,12835.92
1387,1996-01-01,1996,SWE,Sweden,Europe,KTOE,TOT,11858.247
1388,1997-01-01,1997,SWE,Sweden,Europe,KTOE,TOT,13523.24
1389,1998-01-01,1998,SWE,Sweden,Europe,KTOE,TOT,14004.54
1390,1999-01-01,1999,SWE,Sweden,Europe,KTOE,TOT,13358.342
1391,2000-01-01,2000,SWE,Sweden,Europe,KTOE,TOT,14740.792
1392,2001-01-01,2001,SWE,Sweden,Europe,KTOE,TOT,14230.031
1393,2002-01-01,2002,SWE,Sweden,Europe,KTOE,TOT,13122.545
1394,2003-01-01,2003,SWE,Sweden,Europe,KTOE,TOT,12388.53
1395,2004-01-01,2004,SWE,Sweden,Europe,KTOE,TOT,13146.914
1396,2005-01-01,2005,SWE,Sweden,Europe,KTOE,TOT,14825.219
1397,2006-01-01,2006,SWE,Sweden,Europe,KTOE,TOT,14387.026
1398,2007-01-01,2007,SWE,Sweden,Europe,KTOE,TOT,15292.713
1399,2008-01-01,2008,SWE,Sweden,Europe,KTOE,TOT,15618.958
1400,2009-01-01,2009,SWE,Sweden,Europe,KTOE,TOT,15818.798
1401,2010-01-01,2010,SWE,Sweden,Europe,KTOE,TOT,16995.736
1402,2011-01-01,2011,SWE,Sweden,Europe,KTOE,TOT,16546.017
1403,2012-01-01,2012,SWE,Sweden,Europe,KTOE,TOT,18523.421
1404,2013-01-01,2013,SWE,Sweden,Europe,KTOE,TOT,17081.998
1405,2014-01-01,2014,SWE,Sweden,Europe,KTOE,TOT,17265.122
1406,2015-01-01,2015,SWE,Sweden,Europe,KTOE,TOT,22946.296
1407,1960-01-01,1960,CHE,Switzerland,Europe,KTOE,TOT,2111.219
1408,1961-01-01,1961,CHE,Switzerland,Europe,KTOE,TOT,2197.279
1409,1962-01-01,1962,CHE,Switzerland,Europe,KTOE,TOT,2205.48
1410,1963-01-01,1963,CHE,Switzerland,Europe,KTOE,TOT,2321.924
1411,1964-01-01,1964,CHE,Switzerland,Europe,KTOE,TOT,2281.246
1412,1965-01-01,1965,CHE,Switzerland,Europe,KTOE,TOT,2526.836
1413,1966-01-01,1966,CHE,Switzerland,Europe,KTOE,TOT,2728.86
1414,1967-01-01,1967,CHE,Switzerland,Europe,KTOE,TOT,2903.357
1415,1968-01-01,1968,CHE,Switzerland,Europe,KTOE,TOT,2847.95
1416,1969-01-01,1969,CHE,Switzerland,Europe,KTOE,TOT,2633.421
1417,1970-01-01,1970,CHE,Switzerland,Europe,KTOE,TOT,2899.687
1418,1971-01-01,1971,CHE,Switzerland,Europe,KTOE,TOT,2542.17
1419,1972-01-01,1972,CHE,Switzerland,Europe,KTOE,TOT,2324.746
1420,1973-01-01,1973,CHE,Switzerland,Europe,KTOE,TOT,2641.085
1421,1974-01-01,1974,CHE,Switzerland,Europe,KTOE,TOT,2587.618
1422,1975-01-01,1975,CHE,Switzerland,Europe,KTOE,TOT,3078.248
1423,1976-01-01,1976,CHE,Switzerland,Europe,KTOE,TOT,2430.84
1424,1977-01-01,1977,CHE,Switzerland,Europe,KTOE,TOT,3274.672
1425,1978-01-01,1978,CHE,Switzerland,Europe,KTOE,TOT,3131.335
1426,1979-01-01,1979,CHE,Switzerland,Europe,KTOE,TOT,3169.466
1427,1980-01-01,1980,CHE,Switzerland,Europe,KTOE,TOT,3293.338
1428,1981-01-01,1981,CHE,Switzerland,Europe,KTOE,TOT,3638.575
1429,1982-01-01,1982,CHE,Switzerland,Europe,KTOE,TOT,3775.368
1430,1983-01-01,1983,CHE,Switzerland,Europe,KTOE,TOT,3573.151
1431,1984-01-01,1984,CHE,Switzerland,Europe,KTOE,TOT,3135.655
1432,1985-01-01,1985,CHE,Switzerland,Europe,KTOE,TOT,3362.049
1433,1986-01-01,1986,CHE,Switzerland,Europe,KTOE,TOT,3490.331
1434,1987-01-01,1987,CHE,Switzerland,Europe,KTOE,TOT,3647.958
1435,1988-01-01,1988,CHE,Switzerland,Europe,KTOE,TOT,3750.009
1436,1989-01-01,1989,CHE,Switzerland,Europe,KTOE,TOT,3238.584
1437,1990-01-01,1990,CHE,Switzerland,Europe,KTOE,TOT,3632.494
1438,1991-01-01,1991,CHE,Switzerland,Europe,KTOE,TOT,3918.073
1439,1992-01-01,1992,CHE,Switzerland,Europe,KTOE,TOT,3946.185
1440,1993-01-01,1993,CHE,Switzerland,Europe,KTOE,TOT,4225.871
1441,1994-01-01,1994,CHE,Switzerland,Europe,KTOE,TOT,4481.244
1442,1995-01-01,1995,CHE,Switzerland,Europe,KTOE,TOT,4192.878
1443,1996-01-01,1996,CHE,Switzerland,Europe,KTOE,TOT,3720.583
1444,1997-01-01,1997,CHE,Switzerland,Europe,KTOE,TOT,4088.85
1445,1998-01-01,1998,CHE,Switzerland,Europe,KTOE,TOT,4087.542
1446,1999-01-01,1999,CHE,Switzerland,Europe,KTOE,TOT,4715.174
1447,2000-01-01,2000,CHE,Switzerland,Europe,KTOE,TOT,4432.586
1448,2001-01-01,2001,CHE,Switzerland,Europe,KTOE,TOT,4882.56
1449,2002-01-01,2002,CHE,Switzerland,Europe,KTOE,TOT,4357.971
1450,2003-01-01,2003,CHE,Switzerland,Europe,KTOE,TOT,4379.16
1451,2004-01-01,2004,CHE,Switzerland,Europe,KTOE,TOT,4298.987
1452,2005-01-01,2005,CHE,Switzerland,Europe,KTOE,TOT,4157.598
1453,2006-01-01,2006,CHE,Switzerland,Europe,KTOE,TOT,4200.307
1454,2007-01-01,2007,CHE,Switzerland,Europe,KTOE,TOT,4576.921
1455,2008-01-01,2008,CHE,Switzerland,Europe,KTOE,TOT,4770.357
1456,2009-01-01,2009,CHE,Switzerland,Europe,KTOE,TOT,4802.529
1457,2010-01-01,2010,CHE,Switzerland,Europe,KTOE,TOT,4977.397
1458,2011-01-01,2011,CHE,Switzerland,Europe,KTOE,TOT,4584.518
1459,2012-01-01,2012,CHE,Switzerland,Europe,KTOE,TOT,5302.426
1460,2013-01-01,2013,CHE,Switzerland,Europe,KTOE,TOT,5424.95
1461,2014-01-01,2014,CHE,Switzerland,Europe,KTOE,TOT,5285.879
1462,2015-01-01,2015,CHE,Switzerland,Europe,KTOE,TOT,5479.904
1463,1960-01-01,1960,TUR,Turkey,Europe,KTOE,TOT,5965.046
1464,1961-01-01,1961,TUR,Turkey,Europe,KTOE,TOT,6058.635
1465,1962-01-01,1962,TUR,Turkey,Europe,KTOE,TOT,6039.512
1466,1963-01-01,1963,TUR,Turkey,Europe,KTOE,TOT,6022.207
1467,1964-01-01,1964,TUR,Turkey,Europe,KTOE,TOT,6039.993
1468,1965-01-01,1965,TUR,Turkey,Europe,KTOE,TOT,6065.504
1469,1966-01-01,1966,TUR,Turkey,Europe,KTOE,TOT,6151.152
1470,1967-01-01,1967,TUR,Turkey,Europe,KTOE,TOT,6188.942
1471,1968-01-01,1968,TUR,Turkey,Europe,KTOE,TOT,6249.426
1472,1969-01-01,1969,TUR,Turkey,Europe,KTOE,TOT,6243.655
1473,1970-01-01,1970,TUR,Turkey,Europe,KTOE,TOT,6255.22
1474,1971-01-01,1971,TUR,Turkey,Europe,KTOE,TOT,6060.183
1475,1972-01-01,1972,TUR,Turkey,Europe,KTOE,TOT,6559.652
1476,1973-01-01,1973,TUR,Turkey,Europe,KTOE,TOT,6724.066
1477,1974-01-01,1974,TUR,Turkey,Europe,KTOE,TOT,6912.809
1478,1975-01-01,1975,TUR,Turkey,Europe,KTOE,TOT,7382.82
1479,1976-01-01,1976,TUR,Turkey,Europe,KTOE,TOT,7802.437
1480,1977-01-01,1977,TUR,Turkey,Europe,KTOE,TOT,7988.139
1481,1978-01-01,1978,TUR,Turkey,Europe,KTOE,TOT,8311.231
1482,1979-01-01,1979,TUR,Turkey,Europe,KTOE,TOT,8685.614
1483,1980-01-01,1980,TUR,Turkey,Europe,KTOE,TOT,8716.224
1484,1981-01-01,1981,TUR,Turkey,Europe,KTOE,TOT,8867.277
1485,1982-01-01,1982,TUR,Turkey,Europe,KTOE,TOT,9225.708
1486,1983-01-01,1983,TUR,Turkey,Europe,KTOE,TOT,9129.921
1487,1984-01-01,1984,TUR,Turkey,Europe,KTOE,TOT,9279.806
1488,1985-01-01,1985,TUR,Turkey,Europe,KTOE,TOT,9019.885
1489,1986-01-01,1986,TUR,Turkey,Europe,KTOE,TOT,9258.818
1490,1987-01-01,1987,TUR,Turkey,Europe,KTOE,TOT,9877.526
1491,1988-01-01,1988,TUR,Turkey,Europe,KTOE,TOT,10825.931
1492,1989-01-01,1989,TUR,Turkey,Europe,KTOE,TOT,9878.976
1493,1990-01-01,1990,TUR,Turkey,Europe,KTOE,TOT,9656.948
1494,1991-01-01,1991,TUR,Turkey,Europe,KTOE,TOT,9635.871
1495,1992-01-01,1992,TUR,Turkey,Europe,KTOE,TOT,9999.139
1496,1993-01-01,1993,TUR,Turkey,Europe,KTOE,TOT,10620.083
1497,1994-01-01,1994,TUR,Turkey,Europe,KTOE,TOT,10379.694
1498,1995-01-01,1995,TUR,Turkey,Europe,KTOE,TOT,10775.33
1499,1996-01-01,1996,TUR,Turkey,Europe,KTOE,TOT,11225.254
1500,1997-01-01,1997,TUR,Turkey,Europe,KTOE,TOT,11227.062
1501,1998-01-01,1998,TUR,Turkey,Europe,KTOE,TOT,11478.065
1502,1999-01-01,1999,TUR,Turkey,Europe,KTOE,TOT,10700.158
1503,2000-01-01,2000,TUR,Turkey,Europe,KTOE,TOT,10101.207
1504,2001-01-01,2001,TUR,Turkey,Europe,KTOE,TOT,9376.493
1505,2002-01-01,2002,TUR,Turkey,Europe,KTOE,TOT,10041.702
1506,2003-01-01,2003,TUR,Turkey,Europe,KTOE,TOT,10020.025
1507,2004-01-01,2004,TUR,Turkey,Europe,KTOE,TOT,10782.298
1508,2005-01-01,2005,TUR,Turkey,Europe,KTOE,TOT,10129.875
1509,2006-01-01,2006,TUR,Turkey,Europe,KTOE,TOT,10358.552
1510,2007-01-01,2007,TUR,Turkey,Europe,KTOE,TOT,9603.181
1511,2008-01-01,2008,TUR,Turkey,Europe,KTOE,TOT,9311.196
1512,2009-01-01,2009,TUR,Turkey,Europe,KTOE,TOT,9915.388
1513,2010-01-01,2010,TUR,Turkey,Europe,KTOE,TOT,11626.044
1514,2011-01-01,2011,TUR,Turkey,Europe,KTOE,TOT,11222.426
1515,2012-01-01,2012,TUR,Turkey,Europe,KTOE,TOT,12154.682
1516,2013-01-01,2013,TUR,Turkey,Europe,KTOE,TOT,13086.96
1517,2014-01-01,2014,TUR,Turkey,Europe,KTOE,TOT,12084.639
1518,2015-01-01,2015,TUR,Turkey,Europe,KTOE,TOT,15521.354
1519,1960-01-01,1960,GBR,United Kingdom,Europe,KTOE,TOT,271.244
1520,1961-01-01,1961,GBR,United Kingdom,Europe,KTOE,TOT,333.68
1521,1962-01-01,1962,GBR,United Kingdom,Europe,KTOE,TOT,325.51
1522,1963-01-01,1963,GBR,United Kingdom,Europe,KTOE,TOT,283.8
1523,1964-01-01,1964,GBR,United Kingdom,Europe,KTOE,TOT,308.224
1524,1965-01-01,1965,GBR,United Kingdom,Europe,KTOE,TOT,358.878
1525,1966-01-01,1966,GBR,United Kingdom,Europe,KTOE,TOT,345.462
1526,1967-01-01,1967,GBR,United Kingdom,Europe,KTOE,TOT,376.68
1527,1968-01-01,1968,GBR,United Kingdom,Europe,KTOE,TOT,305.902
1528,1969-01-01,1969,GBR,United Kingdom,Europe,KTOE,TOT,275.888
1529,1970-01-01,1970,GBR,United Kingdom,Europe,KTOE,TOT,385.882
1530,1971-01-01,1971,GBR,United Kingdom,Europe,KTOE,TOT,288.788
1531,1972-01-01,1972,GBR,United Kingdom,Europe,KTOE,TOT,291.626
1532,1973-01-01,1973,GBR,United Kingdom,Europe,KTOE,TOT,331.788
1533,1974-01-01,1974,GBR,United Kingdom,Europe,KTOE,TOT,349.676
1534,1975-01-01,1975,GBR,United Kingdom,Europe,KTOE,TOT,322.586
1535,1976-01-01,1976,GBR,United Kingdom,Europe,KTOE,TOT,317.168
1536,1977-01-01,1977,GBR,United Kingdom,Europe,KTOE,TOT,332.82
1537,1978-01-01,1978,GBR,United Kingdom,Europe,KTOE,TOT,343.57
1538,1979-01-01,1979,GBR,United Kingdom,Europe,KTOE,TOT,365.07
1539,1980-01-01,1980,GBR,United Kingdom,Europe,KTOE,TOT,334.626
1540,1981-01-01,1981,GBR,United Kingdom,Europe,KTOE,TOT,373.842
1541,1982-01-01,1982,GBR,United Kingdom,Europe,KTOE,TOT,389.58
1542,1983-01-01,1983,GBR,United Kingdom,Europe,KTOE,TOT,391.472
1543,1984-01-01,1984,GBR,United Kingdom,Europe,KTOE,TOT,342.968
1544,1985-01-01,1985,GBR,United Kingdom,Europe,KTOE,TOT,351.826
1545,1986-01-01,1986,GBR,United Kingdom,Europe,KTOE,TOT,409.962
1546,1987-01-01,1987,GBR,United Kingdom,Europe,KTOE,TOT,355.782
1547,1988-01-01,1988,GBR,United Kingdom,Europe,KTOE,TOT,424.324
1548,1989-01-01,1989,GBR,United Kingdom,Europe,KTOE,TOT,1052.922
1549,1990-01-01,1990,GBR,United Kingdom,Europe,KTOE,TOT,1028.884
1550,1991-01-01,1991,GBR,United Kingdom,Europe,KTOE,TOT,1015.263
1551,1992-01-01,1992,GBR,United Kingdom,Europe,KTOE,TOT,1361.469
1552,1993-01-01,1993,GBR,United Kingdom,Europe,KTOE,TOT,1348.076
1553,1994-01-01,1994,GBR,United Kingdom,Europe,KTOE,TOT,1766.521
1554,1995-01-01,1995,GBR,United Kingdom,Europe,KTOE,TOT,1835.641
1555,1996-01-01,1996,GBR,United Kingdom,Europe,KTOE,TOT,1776.882
1556,1997-01-01,1997,GBR,United Kingdom,Europe,KTOE,TOT,1944.217
1557,1998-01-01,1998,GBR,United Kingdom,Europe,KTOE,TOT,2080.737
1558,1999-01-01,1999,GBR,United Kingdom,Europe,KTOE,TOT,2132.997
1559,2000-01-01,2000,GBR,United Kingdom,Europe,KTOE,TOT,2263.525
1560,2001-01-01,2001,GBR,United Kingdom,Europe,KTOE,TOT,2315.848
1561,2002-01-01,2002,GBR,United Kingdom,Europe,KTOE,TOT,2568.211
1562,2003-01-01,2003,GBR,United Kingdom,Europe,KTOE,TOT,2751.617
1563,2004-01-01,2004,GBR,United Kingdom,Europe,KTOE,TOT,3287.688
1564,2005-01-01,2005,GBR,United Kingdom,Europe,KTOE,TOT,3974.512
1565,2006-01-01,2006,GBR,United Kingdom,Europe,KTOE,TOT,4264.147
1566,2007-01-01,2007,GBR,United Kingdom,Europe,KTOE,TOT,4607.549
1567,2008-01-01,2008,GBR,United Kingdom,Europe,KTOE,TOT,5470.972
1568,2009-01-01,2009,GBR,United Kingdom,Europe,KTOE,TOT,6138.833
1569,2010-01-01,2010,GBR,United Kingdom,Europe,KTOE,TOT,7348.996
1570,2011-01-01,2011,GBR,United Kingdom,Europe,KTOE,TOT,8081.5
1571,2012-01-01,2012,GBR,United Kingdom,Europe,KTOE,TOT,8814.529
1572,2013-01-01,2013,GBR,United Kingdom,Europe,KTOE,TOT,10476.866
1573,2014-01-01,2014,GBR,United Kingdom,Europe,KTOE,TOT,12107.201
1574,2015-01-01,2015,GBR,United Kingdom,Europe,KTOE,TOT,13786.309
1575,1960-01-01,1960,USA,United States,North America,KTOE,TOT,45072.416
1576,1961-01-01,1961,USA,United States,North America,KTOE,TOT,45036.336
1577,1962-01-01,1962,USA,United States,North America,KTOE,TOT,46657.406
1578,1963-01-01,1963,USA,United States,North America,KTOE,TOT,47027.449
1579,1964-01-01,1964,USA,United States,North America,KTOE,TOT,48340.512
1580,1965-01-01,1965,USA,United States,North America,KTOE,TOT,49732.143
1581,1966-01-01,1966,USA,United States,North America,KTOE,TOT,50650.505
1582,1967-01-01,1967,USA,United States,North America,KTOE,TOT,52402.14
1583,1968-01-01,1968,USA,United States,North America,KTOE,TOT,54447.079
1584,1969-01-01,1969,USA,United States,North America,KTOE,TOT,57568.336
1585,1970-01-01,1970,USA,United States,North America,KTOE,TOT,57095.949
1586,1971-01-01,1971,USA,United States,North America,KTOE,TOT,58281.563
1587,1972-01-01,1972,USA,United States,North America,KTOE,TOT,61496.132
1588,1973-01-01,1973,USA,United States,North America,KTOE,TOT,62426.309
1589,1974-01-01,1974,USA,United States,North America,KTOE,TOT,66152.956
1590,1975-01-01,1975,USA,United States,North America,KTOE,TOT,65772.286
1591,1976-01-01,1976,USA,United States,North America,KTOE,TOT,69951.87
1592,1977-01-01,1977,USA,United States,North America,KTOE,TOT,67488.767
1593,1978-01-01,1978,USA,United States,North America,KTOE,TOT,77040.9
1594,1979-01-01,1979,USA,United States,North America,KTOE,TOT,80615.376
1595,1980-01-01,1980,USA,United States,North America,KTOE,TOT,83065.008
1596,1981-01-01,1981,USA,United States,North America,KTOE,TOT,82740.341
1597,1982-01-01,1982,USA,United States,North America,KTOE,TOT,86806.606
1598,1983-01-01,1983,USA,United States,North America,KTOE,TOT,93316.853
1599,1984-01-01,1984,USA,United States,North America,KTOE,TOT,100905.095
1600,1985-01-01,1985,USA,United States,North America,KTOE,TOT,98019.514
1601,1986-01-01,1986,USA,United States,North America,KTOE,TOT,101169.236
