,time,year,cntry_code,cntry_name,cntry_region,measure,subject,value
0,1960-01-01,1960,AUS,Australia,Oceania,KTOE,TOT,4436.932
1,1961-01-01,1961,AUS,Australia,Oceania,KTOE,TOT,4490.51
2,1962-01-01,1962,AUS,Australia,Oceania,KTOE,TOT,4407.097
3,1963-01-01,1963,AUS,Australia,Oceania,KTOE,TOT,4628.738
4,1964-01-01,1964,AUS,Australia,Oceania,KTOE,TOT,4497.396
5,1965-01-01,1965,AUS,Australia,Oceania,KTOE,TOT,4716.131
6,1966-01-01,1966,AUS,Australia,Oceania,KTOE,TOT,4445.378
7,1967-01-01,1967,AUS,Australia,Oceania,KTOE,TOT,4574.63
8,1968-01-01,1968,AUS,Australia,Oceania,KTOE,TOT,4472.375
9,1969-01-01,1969,AUS,Australia,Oceania,KTOE,TOT,4525.867
10,1970-01-01,1970,AUS,Australia,Oceania,KTOE,TOT,4303.981
11,1971-01-01,1971,AUS,Australia,Oceania,KTOE,TOT,4553.489
12,1972-01-01,1972,AUS,Australia,Oceania,KTOE,TOT,4622.984
13,1973-01-01,1973,AUS,Australia,Oceania,KTOE,TOT,4508.661
14,1974-01-01,1974,AUS,Australia,Oceania,KTOE,TOT,4816.063
15,1975-01-01,1975,AUS,Australia,Oceania,KTOE,TOT,4962.457
16,1976-01-01,1976,AUS,Australia,Oceania,KTOE,TOT,5015.497
17,1977-01-01,1977,AUS,Australia,Oceania,KTOE,TOT,4853.343
18,1978-01-01,1978,AUS,Australia,Oceania,KTOE,TOT,4882.381
19,1979-01-01,1979,AUS,Australia,Oceania,KTOE,TOT,4880.427
20,1980-01-01,1980,AUS,Australia,Oceania,KTOE,TOT,4745.184
21,1981-01-01,1981,AUS,Australia,Oceania,KTOE,TOT,5062.69
22,1982-01-01,1982,AUS,Australia,Oceania,KTOE,TOT,5172.905
23,1983-01-01,1983,AUS,Australia,Oceania,KTOE,TOT,5005.976
24,1984-01-01,1984,AUS,Australia,Oceania,KTOE,TOT,4911.968
25,1985-01-01,1985,AUS,Australia,Oceania,KTOE,TOT,5165.209
26,1986-01-01,1986,AUS,Australia,Oceania,KTOE,TOT,4728.9
27,1987-01-01,1987,AUS,Australia,Oceania,KTOE,TOT,4700.334
28,1988-01-01,1988,AUS,Australia,Oceania,KTOE,TOT,4809.335
29,1989-01-01,1989,AUS,Australia,Oceania,KTOE,TOT,4981.233
30,1990-01-01,1990,AUS,Australia,Oceania,KTOE,TOT,5073.658
31,1991-01-01,1991,AUS,Australia,Oceania,KTOE,TOT,5192.295
32,1992-01-01,1992,AUS,Australia,Oceania,KTOE,TOT,4727.618
33,1993-01-01,1993,AUS,Australia,Oceania,KTOE,TOT,5482.017
34,1994-01-01,1994,AUS,Australia,Oceania,KTOE,TOT,5381.648
35,1995-01-01,1995,AUS,Australia,Oceania,KTOE,TOT,5530.849
36,1996-01-01,1996,AUS,Australia,Oceania,KTOE,TOT,6108.649
37,1997-01-01,1997,AUS,Australia,Oceania,KTOE,TOT,6398.393
38,1998-01-01,1998,AUS,Australia,Oceania,KTOE,TOT,6183.919
39,1999-01-01,1999,AUS,Australia,Oceania,KTOE,TOT,6268.567
40,2000-01-01,2000,AUS,Australia,Oceania,KTOE,TOT,6352.883
41,2001-01-01,2001,AUS,Australia,Oceania,KTOE,TOT,6477.826
42,2002-01-01,2002,AUS,Australia,Oceania,KTOE,TOT,6755.041
43,2003-01-01,2003,AUS,Australia,Oceania,KTOE,TOT,6625.788
44,2004-01-01,2004,AUS,Australia,Oceania,KTOE,TOT,6529.279
45,2005-01-01,2005,AUS,Australia,Oceania,KTOE,TOT,6461.722
46,2006-01-01,2006,AUS,Australia,Oceania,KTOE,TOT,6651.906
47,2007-01-01,2007,AUS,Australia,Oceania,KTOE,TOT,6874.019
48,2008-01-01,2008,AUS,Australia,Oceania,KTOE,TOT,7055.723
49,2009-01-01,2009,AUS,Australia,Oceania,KTOE,TOT,5619.582
50,2010-01-01,2010,AUS,Australia,Oceania,KTOE,TOT,7017.954
51,2011-01-01,2011,AUS,Australia,Oceania,KTOE,TOT,7059.598
52,2012-01-01,2012,AUS,Australia,Oceania,KTOE,TOT,7030.684
53,2013-01-01,2013,AUS,Australia,Oceania,KTOE,TOT,7861.615
54,2014-01-01,2014,AUS,Australia,Oceania,KTOE,TOT,8179.381
55,2015-01-01,2015,AUS,Australia,Oceania,KTOE,TOT,8544.65
56,1960-01-01,1960,AUT,Austria,Europe,KTOE,TOT,1750.228
57,1961-01-01,1961,AUT,Austria,Europe,KTOE,TOT,1642.233
58,1962-01-01,1962,AUT,Austria,Europe,KTOE,TOT,1685.592
59,1963-01-01,1963,AUT,Austria,Europe,KTOE,TOT,1733.326
60,1964-01-01,1964,AUT,Austria,Europe,KTOE,TOT,1695.127
61,1965-01-01,1965,AUT,Austria,Europe,KTOE,TOT,1951.579
62,1966-01-01,1966,AUT,Austria,Europe,KTOE,TOT,2154.894
63,1967-01-01,1967,AUT,Austria,Europe,KTOE,TOT,2139.244
64,1968-01-01,1968,AUT,Austria,Europe,KTOE,TOT,2132.281
65,1969-01-01,1969,AUT,Austria,Europe,KTOE,TOT,2000.615
66,1970-01-01,1970,AUT,Austria,Europe,KTOE,TOT,2453.307
67,1971-01-01,1971,AUT,Austria,Europe,KTOE,TOT,2067.624
68,1972-01-01,1972,AUT,Austria,Europe,KTOE,TOT,2088.126
69,1973-01-01,1973,AUT,Austria,Europe,KTOE,TOT,2329.067
70,1974-01-01,1974,AUT,Austria,Europe,KTOE,TOT,2608.936
71,1975-01-01,1975,AUT,Austria,Europe,KTOE,TOT,2724.833
72,1976-01-01,1976,AUT,Austria,Europe,KTOE,TOT,2444.1
73,1977-01-01,1977,AUT,Austria,Europe,KTOE,TOT,2838.851
74,1978-01-01,1978,AUT,Austria,Europe,KTOE,TOT,2948.436
75,1979-01-01,1979,AUT,Austria,Europe,KTOE,TOT,3408.616
76,1980-01-01,1980,AUT,Austria,Europe,KTOE,TOT,3607.444
77,1981-01-01,1981,AUT,Austria,Europe,KTOE,TOT,3878.841
78,1982-01-01,1982,AUT,Austria,Europe,KTOE,TOT,4031.541
79,1983-01-01,1983,AUT,Austria,Europe,KTOE,TOT,4026.493
80,1984-01-01,1984,AUT,Austria,Europe,KTOE,TOT,4111.207
81,1985-01-01,1985,AUT,Austria,Europe,KTOE,TOT,4443.659
82,1986-01-01,1986,AUT,Austria,Europe,KTOE,TOT,4718.876
83,1987-01-01,1987,AUT,Austria,Europe,KTOE,TOT,5278.122
84,1988-01-01,1988,AUT,Austria,Europe,KTOE,TOT,6233.458
85,1989-01-01,1989,AUT,Austria,Europe,KTOE,TOT,5719.845
86,1990-01-01,1990,AUT,Austria,Europe,KTOE,TOT,5037.746
87,1991-01-01,1991,AUT,Austria,Europe,KTOE,TOT,5247.697
88,1992-01-01,1992,AUT,Austria,Europe,KTOE,TOT,5489.606
89,1993-01-01,1993,AUT,Austria,Europe,KTOE,TOT,5780.526
90,1994-01-01,1994,AUT,Austria,Europe,KTOE,TOT,5607.538
91,1995-01-01,1995,AUT,Austria,Europe,KTOE,TOT,5890.79
92,1996-01-01,1996,AUT,Austria,Europe,KTOE,TOT,5839.294
93,1997-01-01,1997,AUT,Austria,Europe,KTOE,TOT,5902.844
94,1998-01-01,1998,AUT,Austria,Europe,KTOE,TOT,5944.726
95,1999-01-01,1999,AUT,Austria,Europe,KTOE,TOT,6644.652
96,2000-01-01,2000,AUT,Austria,Europe,KTOE,TOT,6574.092
97,2001-01-01,2001,AUT,Austria,Europe,KTOE,TOT,6659.53
98,2002-01-01,2002,AUT,Austria,Europe,KTOE,TOT,6482.028
99,2003-01-01,2003,AUT,Austria,Europe,KTOE,TOT,6029.468
100,2004-01-01,2004,AUT,Austria,Europe,KTOE,TOT,6450.235
101,2005-01-01,2005,AUT,Austria,Europe,KTOE,TOT,6991.06
102,2006-01-01,2006,AUT,Austria,Europe,KTOE,TOT,7389.508
103,2007-01-01,2007,AUT,Austria,Europe,KTOE,TOT,7987.259
104,2008-01-01,2008,AUT,Austria,Europe,KTOE,TOT,8434.376
105,2009-01-01,2009,AUT,Austria,Europe,KTOE,TOT,8787.653
106,2010-01-01,2010,AUT,Austria,Europe,KTOE,TOT,9183.37
107,2011-01-01,2011,AUT,Austria,Europe,KTOE,TOT,8692.225
108,2012-01-01,2012,AUT,Austria,Europe,KTOE,TOT,9784.986
109,2013-01-01,2013,AUT,Austria,Europe,KTOE,TOT,9946.889
110,2014-01-01,2014,AUT,Austria,Europe,KTOE,TOT,9789.299
111,2015-01-01,2015,AUT,Austria,Europe,KTOE,TOT,9594.934
112,1960-01-01,1960,BEL,Belgium,Europe,KTOE,TOT,14.792
113,1961-01-01,1961,BEL,Belgium,Europe,KTOE,TOT,16.254
114,1962-01-01,1962,BEL,Belgium,Europe,KTOE,TOT,14.018
115,1963-01-01,1963,BEL,Belgium,Europe,KTOE,TOT,12.384
116,1964-01-01,1964,BEL,Belgium,Europe,KTOE,TOT,9.89
117,1965-01-01,1965,BEL,Belgium,Europe,KTOE,TOT,23.392
118,1966-01-01,1966,BEL,Belgium,Europe,KTOE,TOT,25.714
119,1967-01-01,1967,BEL,Belgium,Europe,KTOE,TOT,20.468
120,1968-01-01,1968,BEL,Belgium,Europe,KTOE,TOT,20.984
121,1969-01-01,1969,BEL,Belgium,Europe,KTOE,TOT,19.78
122,1970-01-01,1970,BEL,Belgium,Europe,KTOE,TOT,21.156
123,1971-01-01,1971,BEL,Belgium,Europe,KTOE,TOT,11.524
124,1972-01-01,1972,BEL,Belgium,Europe,KTOE,TOT,15.48
125,1973-01-01,1973,BEL,Belgium,Europe,KTOE,TOT,23.327
126,1974-01-01,1974,BEL,Belgium,Europe,KTOE,TOT,37.165
127,1975-01-01,1975,BEL,Belgium,Europe,KTOE,TOT,34.842
128,1976-01-01,1976,BEL,Belgium,Europe,KTOE,TOT,27.38
129,1977-01-01,1977,BEL,Belgium,Europe,KTOE,TOT,62.367
130,1978-01-01,1978,BEL,Belgium,Europe,KTOE,TOT,86.185
131,1979-01-01,1979,BEL,Belgium,Europe,KTOE,TOT,92.695
132,1980-01-01,1980,BEL,Belgium,Europe,KTOE,TOT,81.292
133,1981-01-01,1981,BEL,Belgium,Europe,KTOE,TOT,88.765
134,1982-01-01,1982,BEL,Belgium,Europe,KTOE,TOT,37.139
135,1983-01-01,1983,BEL,Belgium,Europe,KTOE,TOT,39.929
136,1984-01-01,1984,BEL,Belgium,Europe,KTOE,TOT,42.843
137,1985-01-01,1985,BEL,Belgium,Europe,KTOE,TOT,50.234
138,1986-01-01,1986,BEL,Belgium,Europe,KTOE,TOT,76.279
139,1987-01-01,1987,BEL,Belgium,Europe,KTOE,TOT,92.167
140,1988-01-01,1988,BEL,Belgium,Europe,KTOE,TOT,98.116
141,1989-01-01,1989,BEL,Belgium,Europe,KTOE,TOT,287.698
142,1990-01-01,1990,BEL,Belgium,Europe,KTOE,TOT,481.09
143,1991-01-01,1991,BEL,Belgium,Europe,KTOE,TOT,486.758
144,1992-01-01,1992,BEL,Belgium,Europe,KTOE,TOT,482.65
145,1993-01-01,1993,BEL,Belgium,Europe,KTOE,TOT,408.576
146,1994-01-01,1994,BEL,Belgium,Europe,KTOE,TOT,405.305
147,1995-01-01,1995,BEL,Belgium,Europe,KTOE,TOT,527.907
148,1996-01-01,1996,BEL,Belgium,Europe,KTOE,TOT,527.022
149,1997-01-01,1997,BEL,Belgium,Europe,KTOE,TOT,518.798
150,1998-01-01,1998,BEL,Belgium,Europe,KTOE,TOT,570.005
151,1999-01-01,1999,BEL,Belgium,Europe,KTOE,TOT,606.143
152,2000-01-01,2000,BEL,Belgium,Europe,KTOE,TOT,637.912
153,2001-01-01,2001,BEL,Belgium,Europe,KTOE,TOT,703.587
154,2002-01-01,2002,BEL,Belgium,Europe,KTOE,TOT,711.475
155,2003-01-01,2003,BEL,Belgium,Europe,KTOE,TOT,867.142
156,2004-01-01,2004,BEL,Belgium,Europe,KTOE,TOT,965.675
157,2005-01-01,2005,BEL,Belgium,Europe,KTOE,TOT,1156.089
158,2006-01-01,2006,BEL,Belgium,Europe,KTOE,TOT,1364.637
159,2007-01-01,2007,BEL,Belgium,Europe,KTOE,TOT,1680.629
160,2008-01-01,2008,BEL,Belgium,Europe,KTOE,TOT,2010.484
161,2009-01-01,2009,BEL,Belgium,Europe,KTOE,TOT,2394.319
162,2010-01-01,2010,BEL,Belgium,Europe,KTOE,TOT,2801.874
163,2011-01-01,2011,BEL,Belgium,Europe,KTOE,TOT,3094.246
164,2012-01-01,2012,BEL,Belgium,Europe,KTOE,TOT,3350.106
165,2013-01-01,2013,BEL,Belgium,Europe,KTOE,TOT,3475.045
166,2014-01-01,2014,BEL,Belgium,Europe,KTOE,TOT,3358.313
167,2015-01-01,2015,BEL,Belgium,Europe,KTOE,TOT,3321.576
168,1960-01-01,1960,CAN,Canada,North America,KTOE,TOT,13240.44
169,1961-01-01,1961,CAN,Canada,North America,KTOE,TOT,13102.465
170,1962-01-01,1962,CAN,Canada,North America,KTOE,TOT,13096.348
171,1963-01-01,1963,CAN,Canada,North America,KTOE,TOT,13084.669
172,1964-01-01,1964,CAN,Canada,North America,KTOE,TOT,13866.123
173,1965-01-01,1965,CAN,Canada,North America,KTOE,TOT,13956.977
174,1966-01-01,1966,CAN,Canada,North America,KTOE,TOT,15208.946
175,1967-01-01,1967,CAN,Canada,North America,KTOE,TOT,16054.401
176,1968-01-01,1968,CAN,Canada,North America,KTOE,TOT,17067.359
177,1969-01-01,1969,CAN,Canada,North America,KTOE,TOT,18876.535
178,1970-01-01,1970,CAN,Canada,North America,KTOE,TOT,21116.776
179,1971-01-01,1971,CAN,Canada,North America,KTOE,TOT,21595.336
180,1972-01-01,1972,CAN,Canada,North America,KTOE,TOT,23227.331
181,1973-01-01,1973,CAN,Canada,North America,KTOE,TOT,24554.377
182,1974-01-01,1974,CAN,Canada,North America,KTOE,TOT,25844.93
183,1975-01-01,1975,CAN,Canada,North America,KTOE,TOT,23633.757
184,1976-01-01,1976,CAN,Canada,North America,KTOE,TOT,24618.308
185,1977-01-01,1977,CAN,Canada,North America,KTOE,TOT,25328.518
186,1978-01-01,1978,CAN,Canada,North America,KTOE,TOT,27155.587
187,1979-01-01,1979,CAN,Canada,North America,KTOE,TOT,28104.389
188,1980-01-01,1980,CAN,Canada,North America,KTOE,TOT,29245.797
189,1981-01-01,1981,CAN,Canada,North America,KTOE,TOT,30163.174
190,1982-01-01,1982,CAN,Canada,North America,KTOE,TOT,29376.494
191,1983-01-01,1983,CAN,Canada,North America,KTOE,TOT,30822.933
192,1984-01-01,1984,CAN,Canada,North America,KTOE,TOT,32579.126
193,1985-01-01,1985,CAN,Canada,North America,KTOE,TOT,34590.269
194,1986-01-01,1986,CAN,Canada,North America,KTOE,TOT,35577.573
195,1987-01-01,1987,CAN,Canada,North America,KTOE,TOT,36148.655
196,1988-01-01,1988,CAN,Canada,North America,KTOE,TOT,35367.646
197,1989-01-01,1989,CAN,Canada,North America,KTOE,TOT,33665.906
198,1990-01-01,1990,CAN,Canada,North America,KTOE,TOT,36329.706
199,1991-01-01,1991,CAN,Canada,North America,KTOE,TOT,37306.237
200,1992-01-01,1992,CAN,Canada,North America,KTOE,TOT,38082.852
201,1993-01-01,1993,CAN,Canada,North America,KTOE,TOT,38748.054
202,1994-01-01,1994,CAN,Canada,North America,KTOE,TOT,40753.214
203,1995-01-01,1995,CAN,Canada,North America,KTOE,TOT,41664.646
204,1996-01-01,1996,CAN,Canada,North America,KTOE,TOT,42692.852
205,1997-01-01,1997,CAN,Canada,North America,KTOE,TOT,42320.624
206,1998-01-01,1998,CAN,Canada,North America,KTOE,TOT,41412.852
207,1999-01-01,1999,CAN,Canada,North America,KTOE,TOT,43273.483
208,2000-01-01,2000,CAN,Canada,North America,KTOE,TOT,44584.865
209,2001-01-01,2001,CAN,Canada,North America,KTOE,TOT,41480.846
210,2002-01-01,2002,CAN,Canada,North America,KTOE,TOT,44151.049
211,2003-01-01,2003,CAN,Canada,North America,KTOE,TOT,42825.267
212,2004-01-01,2004,CAN,Canada,North America,KTOE,TOT,44202.529
213,2005-01-01,2005,CAN,Canada,North America,KTOE,TOT,45302.306
214,2006-01-01,2006,CAN,Canada,North America,KTOE,TOT,43953.275
215,2007-01-01,2007,CAN,Canada,North America,KTOE,TOT,45610.448
216,2008-01-01,2008,CAN,Canada,North America,KTOE,TOT,45694.691
217,2009-01-01,2009,CAN,Canada,North America,KTOE,TOT,44707.856
218,2010-01-01,2010,CAN,Canada,North America,KTOE,TOT,43558.807
219,2011-01-01,2011,CAN,Canada,North America,KTOE,TOT,47404.662
220,2012-01-01,2012,CAN,Canada,North America,KTOE,TOT,47839.948
221,2013-01-01,2013,CAN,Canada,North America,KTOE,TOT,50203.582
222,2014-01-01,2014,CAN,Canada,North America,KTOE,TOT,50127.037
223,2015-01-01,2015,CAN,Canada,North America,KTOE,TOT,49703.237
224,1971-01-01,1971,CZE,Czech Republic,Europe,KTOE,TOT,103.888
225,1972-01-01,1972,CZE,Czech Republic,Europe,KTOE,TOT,108.704
226,1973-01-01,1973,CZE,Czech Republic,Europe,KTOE,TOT,92.966
227,1974-01-01,1974,CZE,Czech Republic,Europe,KTOE,TOT,156.434
228,1975-01-01,1975,CZE,Czech Republic,Europe,KTOE,TOT,156.004
229,1976-01-01,1976,CZE,Czech Republic,Europe,KTOE,TOT,124.356
230,1977-01-01,1977,CZE,Czech Republic,Europe,KTOE,TOT,169.162
231,1978-01-01,1978,CZE,Czech Republic,Europe,KTOE,TOT,157.38
232,1979-01-01,1979,CZE,Czech Republic,Europe,KTOE,TOT,197.198
233,1980-01-01,1980,CZE,Czech Republic,Europe,KTOE,TOT,206.314
234,1981-01-01,1981,CZE,Czech Republic,Europe,KTOE,TOT,177.246
235,1982-01-01,1982,CZE,Czech Republic,Europe,KTOE,TOT,143.62
236,1983-01-01,1983,CZE,Czech Republic,Europe,KTOE,TOT,142.33
237,1984-01-01,1984,CZE,Czech Republic,Europe,KTOE,TOT,111.628
238,1985-01-01,1985,CZE,Czech Republic,Europe,KTOE,TOT,143.706
239,1986-01-01,1986,CZE,Czech Republic,Europe,KTOE,TOT,161.336
240,1987-01-01,1987,CZE,Czech Republic,Europe,KTOE,TOT,211.99
241,1988-01-01,1988,CZE,Czech Republic,Europe,KTOE,TOT,180.514
242,1989-01-01,1989,CZE,Czech Republic,Europe,KTOE,TOT,141.298
243,1990-01-01,1990,CZE,Czech Republic,Europe,KTOE,TOT,917.689
244,1991-01-01,1991,CZE,Czech Republic,Europe,KTOE,TOT,742.712
245,1992-01-01,1992,CZE,Czech Republic,Europe,KTOE,TOT,1200.283
246,1993-01-01,1993,CZE,Czech Republic,Europe,KTOE,TOT,1218.914
247,1994-01-01,1994,CZE,Czech Republic,Europe,KTOE,TOT,1341.292
248,1995-01-01,1995,CZE,Czech Republic,Europe,KTOE,TOT,1200.52
249,1996-01-01,1996,CZE,Czech Republic,Europe,KTOE,TOT,1217.479
250,1997-01-01,1997,CZE,Czech Republic,Europe,KTOE,TOT,1302.295
251,1998-01-01,1998,CZE,Czech Republic,Europe,KTOE,TOT,1383.387
252,1999-01-01,1999,CZE,Czech Republic,Europe,KTOE,TOT,1427.528
253,2000-01-01,2000,CZE,Czech Republic,Europe,KTOE,TOT,1341.059
254,2001-01-01,2001,CZE,Czech Republic,Europe,KTOE,TOT,1480.835
255,2002-01-01,2002,CZE,Czech Republic,Europe,KTOE,TOT,1568.277
256,2003-01-01,2003,CZE,Czech Republic,Europe,KTOE,TOT,1534.556
257,2004-01-01,2004,CZE,Czech Republic,Europe,KTOE,TOT,1735.679
258,2005-01-01,2005,CZE,Czech Republic,Europe,KTOE,TOT,1782.901
259,2006-01-01,2006,CZE,Czech Republic,Europe,KTOE,TOT,1929.878
260,2007-01-01,2007,CZE,Czech Republic,Europe,KTOE,TOT,2140.67
261,2008-01-01,2008,CZE,Czech Republic,Europe,KTOE,TOT,2208.451
262,2009-01-01,2009,CZE,Czech Republic,Europe,KTOE,TOT,2426.205
263,2010-01-01,2010,CZE,Czech Republic,Europe,KTOE,TOT,2779.939
264,2011-01-01,2011,CZE,Czech Republic,Europe,KTOE,TOT,2991.489
265,2012-01-01,2012,CZE,Czech Republic,Europe,KTOE,TOT,3206.652
266,2013-01-01,2013,CZE,Czech Republic,Europe,KTOE,TOT,3573.07
267,2014-01-01,2014,CZE,Czech Republic,Europe,KTOE,TOT,3633.485
268,2015-01-01,2015,CZE,Czech Republic,Europe,KTOE,TOT,3571.81
269,1960-01-01,1960,DNK,Denmark,Europe,KTOE,TOT,2.15
270,1961-01-01,1961,DNK,Denmark,Europe,KTOE,TOT,2.236
271,1962-01-01,1962,DNK,Denmark,Europe,KTOE,TOT,2.236
272,1963-01-01,1963,DNK,Denmark,Europe,KTOE,TOT,2.15
273,1964-01-01,1964,DNK,Denmark,Europe,KTOE,TOT,2.15
274,1965-01-01,1965,DNK,Denmark,Europe,KTOE,TOT,2.15
275,1966-01-01,1966,DNK,Denmark,Europe,KTOE,TOT,2.236
276,1967-01-01,1967,DNK,Denmark,Europe,KTOE,TOT,2.15
277,1968-01-01,1968,DNK,Denmark,Europe,KTOE,TOT,1.806
278,1969-01-01,1969,DNK,Denmark,Europe,KTOE,TOT,1.892
279,1970-01-01,1970,DNK,Denmark,Europe,KTOE,TOT,319.668
280,1971-01-01,1971,DNK,Denmark,Europe,KTOE,TOT,329.22
281,1972-01-01,1972,DNK,Denmark,Europe,KTOE,TOT,307.418
282,1973-01-01,1973,DNK,Denmark,Europe,KTOE,TOT,307.418
283,1974-01-01,1974,DNK,Denmark,Europe,KTOE,TOT,307.418
284,1975-01-01,1975,DNK,Denmark,Europe,KTOE,TOT,321.173
285,1976-01-01,1976,DNK,Denmark,Europe,KTOE,TOT,339.249
286,1977-01-01,1977,DNK,Denmark,Europe,KTOE,TOT,340.2
287,1978-01-01,1978,DNK,Denmark,Europe,KTOE,TOT,377.176
288,1979-01-01,1979,DNK,Denmark,Europe,KTOE,TOT,469.233
289,1980-01-01,1980,DNK,Denmark,Europe,KTOE,TOT,586.245
290,1981-01-01,1981,DNK,Denmark,Europe,KTOE,TOT,704.782
291,1982-01-01,1982,DNK,Denmark,Europe,KTOE,TOT,758.335
292,1983-01-01,1983,DNK,Denmark,Europe,KTOE,TOT,793.764
293,1984-01-01,1984,DNK,Denmark,Europe,KTOE,TOT,833.768
294,1985-01-01,1985,DNK,Denmark,Europe,KTOE,TOT,858.455
295,1986-01-01,1986,DNK,Denmark,Europe,KTOE,TOT,933.021
296,1987-01-01,1987,DNK,Denmark,Europe,KTOE,TOT,1067.056
297,1988-01-01,1988,DNK,Denmark,Europe,KTOE,TOT,1076.665
298,1989-01-01,1989,DNK,Denmark,Europe,KTOE,TOT,1091.034
299,1990-01-01,1990,DNK,Denmark,Europe,KTOE,TOT,1031.464
300,1991-01-01,1991,DNK,Denmark,Europe,KTOE,TOT,1125.514
301,1992-01-01,1992,DNK,Denmark,Europe,KTOE,TOT,1192.138
302,1993-01-01,1993,DNK,Denmark,Europe,KTOE,TOT,1245.788
303,1994-01-01,1994,DNK,Denmark,Europe,KTOE,TOT,1241.574
304,1995-01-01,1995,DNK,Denmark,Europe,KTOE,TOT,1298.27
305,1996-01-01,1996,DNK,Denmark,Europe,KTOE,TOT,1374.458
306,1997-01-01,1997,DNK,Denmark,Europe,KTOE,TOT,1477.394
307,1998-01-01,1998,DNK,Denmark,Europe,KTOE,TOT,1546.399
308,1999-01-01,1999,DNK,Denmark,Europe,KTOE,TOT,1628.247
309,2000-01-01,2000,DNK,Denmark,Europe,KTOE,TOT,1796.534
310,2001-01-01,2001,DNK,Denmark,Europe,KTOE,TOT,1952.019
311,2002-01-01,2002,DNK,Denmark,Europe,KTOE,TOT,2092.844
312,2003-01-01,2003,DNK,Denmark,Europe,KTOE,TOT,2411.779
313,2004-01-01,2004,DNK,Denmark,Europe,KTOE,TOT,2666.578
314,2005-01-01,2005,DNK,Denmark,Europe,KTOE,TOT,2839.199
315,2006-01-01,2006,DNK,Denmark,Europe,KTOE,TOT,2888.68
316,2007-01-01,2007,DNK,Denmark,Europe,KTOE,TOT,3204.896
317,2008-01-01,2008,DNK,Denmark,Europe,KTOE,TOT,3247.022
318,2009-01-01,2009,DNK,Denmark,Europe,KTOE,TOT,3300.266
319,2010-01-01,2010,DNK,Denmark,Europe,KTOE,TOT,3918.737
320,2011-01-01,2011,DNK,Denmark,Europe,KTOE,TOT,4000.281
321,2012-01-01,2012,DNK,Denmark,Europe,KTOE,TOT,4182.927
322,2013-01-01,2013,DNK,Denmark,Europe,KTOE,TOT,4328.815
323,2014-01-01,2014,DNK,Denmark,Europe,KTOE,TOT,4434.427
324,2015-01-01,2015,DNK,Denmark,Europe,KTOE,TOT,4542.163
325,1960-01-01,1960,FIN,Finland,Europe,KTOE,TOT,5262.805
326,1961-01-01,1961,FIN,Finland,Europe,KTOE,TOT,5471.757
327,1962-01-01,1962,FIN,Finland,Europe,KTOE,TOT,5534.121
328,1963-01-01,1963,FIN,Finland,Europe,KTOE,TOT,5366.529
329,1964-01-01,1964,FIN,Finland,Europe,KTOE,TOT,5362.917
330,1965-01-01,1965,FIN,Finland,Europe,KTOE,TOT,5420.472
331,1966-01-01,1966,FIN,Finland,Europe,KTOE,TOT,5443.004
332,1967-01-01,1967,FIN,Finland,Europe,KTOE,TOT,5402.468
333,1968-01-01,1968,FIN,Finland,Europe,KTOE,TOT,5184.431
334,1969-01-01,1969,FIN,Finland,Europe,KTOE,TOT,5012.358
335,1970-01-01,1970,FIN,Finland,Europe,KTOE,TOT,4974.4
336,1971-01-01,1971,FIN,Finland,Europe,KTOE,TOT,4962.155
337,1972-01-01,1972,FIN,Finland,Europe,KTOE,TOT,4853.912
338,1973-01-01,1973,FIN,Finland,Europe,KTOE,TOT,4845.756
339,1974-01-01,1974,FIN,Finland,Europe,KTOE,TOT,4943.555
340,1975-01-01,1975,FIN,Finland,Europe,KTOE,TOT,4215.452
341,1976-01-01,1976,FIN,Finland,Europe,KTOE,TOT,3976.585
342,1977-01-01,1977,FIN,Finland,Europe,KTOE,TOT,4124.966
343,1978-01-01,1978,FIN,Finland,Europe,KTOE,TOT,4062.854
344,1979-01-01,1979,FIN,Finland,Europe,KTOE,TOT,4340.49
345,1980-01-01,1980,FIN,Finland,Europe,KTOE,TOT,4341.988
346,1981-01-01,1981,FIN,Finland,Europe,KTOE,TOT,4749.926
347,1982-01-01,1982,FIN,Finland,Europe,KTOE,TOT,4518.511
348,1983-01-01,1983,FIN,Finland,Europe,KTOE,TOT,4903.534
349,1984-01-01,1984,FIN,Finland,Europe,KTOE,TOT,5151.808
350,1985-01-01,1985,FIN,Finland,Europe,KTOE,TOT,4777.799
351,1986-01-01,1986,FIN,Finland,Europe,KTOE,TOT,4805.253
352,1987-01-01,1987,FIN,Finland,Europe,KTOE,TOT,5154.725
353,1988-01-01,1988,FIN,Finland,Europe,KTOE,TOT,5081.103
354,1989-01-01,1989,FIN,Finland,Europe,KTOE,TOT,5370.991
355,1990-01-01,1990,FIN,Finland,Europe,KTOE,TOT,5489.462
356,1991-01-01,1991,FIN,Finland,Europe,KTOE,TOT,5316.321
357,1992-01-01,1992,FIN,Finland,Europe,KTOE,TOT,5380.289
358,1993-01-01,1993,FIN,Finland,Europe,KTOE,TOT,5652.101
359,1994-01-01,1994,FIN,Finland,Europe,KTOE,TOT,5796.077
360,1995-01-01,1995,FIN,Finland,Europe,KTOE,TOT,6127.358
361,1996-01-01,1996,FIN,Finland,Europe,KTOE,TOT,6161.401
362,1997-01-01,1997,FIN,Finland,Europe,KTOE,TOT,6743.746
